,Title,DOI
1356,Antibiotic prophylaxis for patients undergoing elective endoscopic retrograde cholangiopancreatography,10.1002/14651858.CD007345.pub2
1357,Final‐impression techniques and materials for making complete and removable partial dentures,10.1002/14651858.CD012256.pub2
1358,Pneumococcal vaccines for children and adults with bronchiectasis,10.1002/14651858.CD006316.pub3
1359,Triage tools for detecting cervical spine injury in pediatric trauma patients,10.1002/14651858.CD011686.pub2
1360,Non steroidal anti‐inflammatory drugs (NSAID) and aspirin for preventing colorectal adenomas and carcinomas,10.1002/14651858.CD004079.pub2
1361,Rapid versus stepwise negative pressure application for vacuum extraction assisted vaginal delivery,10.1002/14651858.CD006636.pub3
1362,Skin grafting and tissue replacement for treating foot ulcers in people with diabetes,10.1002/14651858.CD011255.pub2
1363,Cognitive‐behavioural interventions for children who have been sexually abused,10.1002/14651858.CD001930.pub3
1364,Silver‐coated endotracheal tubes for prevention of ventilator‐associated pneumonia in critically ill patients,10.1002/14651858.CD009201.pub2
1365,Oral oestrogen and combined oestrogen/progestogen therapy versus placebo for hot flushes,10.1002/14651858.CD002978.pub2
1366,Addition of long‐acting beta2‐agonists to inhaled steroids as first line therapy for persistent asthma in steroid‐naive adults and children,10.1002/14651858.CD005307.pub2
1367,Prophylactic oral betamimetics for preventing preterm labour in singleton pregnancies,10.1002/14651858.CD006395.pub2
1368,Mechanical devices for urinary incontinence in women,10.1002/14651858.CD001756.pub6
1369,Intravesical Bacillus Calmette‐Guérin with interferon‐alpha versus intravesical Bacillus Calmette‐Guérin for treating non‐muscle‐invasive bladder cancer,10.1002/14651858.CD012112.pub2
1370,Antioxidants for pain in chronic pancreatitis,10.1002/14651858.CD008945.pub2
1371,Calcium channel blockers for preventing acute tubular necrosis in kidney transplant recipients,10.1002/14651858.CD003421.pub4
1372,Dressings and topical agents for surgical wounds healing by secondary intention,10.1002/14651858.CD003554.pub2
1373,Xylitol‐containing products for preventing dental caries in children and adults,10.1002/14651858.CD010743.pub2
1374,Email for the provision of information on disease prevention and health promotion,10.1002/14651858.CD007982.pub2
1375,Surgery versus radiotherapy for muscle invasive bladder cancer,10.1002/14651858.CD002079
1376,Twenty‐four hour care for schizophrenia,10.1002/14651858.CD004409.pub2
1377,Aerobic exercise training programmes for improving physical and psychosocial health in adults with Down syndrome,10.1002/14651858.CD005176.pub4
1378,Surgery for small asymptomatic abdominal aortic aneurysms,10.1002/14651858.CD001835.pub4
1379,Workplace interventions for smoking cessation,10.1002/14651858.CD003440.pub4
1380,Radical multimodality therapy for malignant pleural mesothelioma,10.1002/14651858.CD012605.pub2
1381,Self‐help and guided self‐help for eating disorders,10.1002/14651858.CD004191.pub2
1382,Off‐pump versus on‐pump coronary artery bypass grafting for ischaemic heart disease,10.1002/14651858.CD007224.pub2
1383,Chemotherapy for advanced ovarian cancer,10.1002/14651858.CD001418
1384,Personal protective equipment for preventing highly infectious diseases due to exposure to contaminated body fluids in healthcare staff,10.1002/14651858.CD011621.pub3
1385,Surgical interventions for treating acute Achilles tendon ruptures,10.1002/14651858.CD003674.pub4
1386,Non‐invasive ventilation for the management of acute hypercapnic respiratory failure due to exacerbation of chronic obstructive pulmonary disease,10.1002/14651858.CD004104.pub4
1387,Monoclonal antibody for reducing the risk of respiratory syncytial virus infection in children,10.1002/14651858.CD006602.pub4
1388,Gamma and other cephalocondylic intramedullary nails versus extramedullary implants for extracapsular hip fractures in adults,10.1002/14651858.CD000093.pub5
1389,Omega‐3 fatty acids for bipolar disorder,10.1002/14651858.CD005169.pub2
1390,Exercise programmes for ankylosing spondylitis,10.1002/14651858.CD011321.pub2
1391,Combined aclidinium bromide and long‐acting beta2‐agonist for chronic obstructive pulmonary disease (COPD),10.1002/14651858.CD011594.pub2
1392,Pregabalin for essential tremor,10.1002/14651858.CD009682.pub2
1393,Artemisinin‐based combination therapy for treating uncomplicated malaria,10.1002/14651858.CD007483.pub2
1394,Collaboration between local health and local government agencies for health improvement,10.1002/14651858.CD007825.pub6
1395,"Portion, package or tableware size for changing selection and consumption of food, alcohol and tobacco",10.1002/14651858.CD011045.pub2
1396,Early intervention (mobilization or active exercise) for critically ill adults in the intensive care unit,10.1002/14651858.CD010754.pub2
1397,Nortriptyline for neuropathic pain in adults,10.1002/14651858.CD011209.pub2
1398,Therapeutic interventions for Burkitt lymphoma in children,10.1002/14651858.CD005198.pub3
1399,"Intravenous iron therapy for non‐anaemic, iron‐deficient adults",10.1002/14651858.CD013084.pub2
1400,Statins for the treatment of dementia,10.1002/14651858.CD007514.pub3
1401,"Carvedilol versus traditional, non‐selective beta‐blockers for adults with cirrhosis and gastroesophageal varices",10.1002/14651858.CD011510.pub2
1402,Pharmacological interventions for treating chronic prostatitis/chronic pelvic pain syndrome,10.1002/14651858.CD012552.pub2
1403,Vitamin A supplementation to prevent mortality and short‐ and long‐term morbidity in very low birth weight infants,10.1002/14651858.CD000501.pub4
1404,Haloperidol versus low‐potency first‐generation antipsychotic drugs for schizophrenia,10.1002/14651858.CD009268.pub2
1405,Laparoscopic versus open resection for sigmoid diverticulitis,10.1002/14651858.CD009277.pub2
1406,Computed tomography versus magnetic resonance imaging versus bone scintigraphy for clinically suspected scaphoid fractures in patients with negative plain radiographs,10.1002/14651858.CD010023.pub2
1407,Effect of partograph use on outcomes for women in spontaneous labour at term and their babies,10.1002/14651858.CD005461.pub5
1408,Antibiotics versus no treatment for toxoplasma retinochoroiditis,10.1002/14651858.CD002218.pub2
1409,Treatment for superficial thrombophlebitis of the leg,10.1002/14651858.CD004982.pub6
1410,Pentoxifylline for the prevention of bronchopulmonary dysplasia in preterm infants,10.1002/14651858.CD010018.pub2
1411,Ethical case interventions for adult patients,10.1002/14651858.CD012636.pub2
1412,Ketorolac for postoperative pain in children,10.1002/14651858.CD012294.pub2
1413,Lung volume reduction surgery for diffuse emphysema,10.1002/14651858.CD001001.pub3
1414,"Haemodiafiltration, haemofiltration and haemodialysis for end‐stage kidney disease",10.1002/14651858.CD006258.pub2
1415,Psychosocial interventions for psychostimulant misuse,10.1002/14651858.CD011866.pub2
1416,Continuous glucose monitoring systems for type 1 diabetes mellitus,10.1002/14651858.CD008101.pub2
1417,Chlorpromazine versus clotiapine for schizophrenia,10.1002/14651858.CD011810.pub2
1418,Continuous positive airway pressure delivery interfaces for obstructive sleep apnoea,10.1002/14651858.CD005308.pub2
1419,Indoor residual spraying for preventing malaria,10.1002/14651858.CD006657.pub2
1420,Active body surface warming systems for preventing complications caused by inadvertent perioperative hypothermia in adults,10.1002/14651858.CD009016.pub2
1421,Abdominal drainage versus no drainage post‐gastrectomy for gastric cancer,10.1002/14651858.CD008788.pub3
1422,Selective internal radiation therapy for liver metastases from colorectal cancer,10.1002/14651858.CD007045.pub2
1423,Interventions to reduce risky sexual behaviour for preventing HIV infection in workers in occupational settings,10.1002/14651858.CD005274.pub3
1424,Tacrolimus versus cyclosporin as primary immunosuppression for kidney transplant recipients,10.1002/14651858.CD003961.pub2
1425,Prevention and treatment of cryptosporidiosis in immunocompromised patients,10.1002/14651858.CD004932.pub2
1426,Interventions for prevention of bullying in the workplace,10.1002/14651858.CD009778.pub2
1427,Short term urinary catheter policies following urogenital surgery in adults,10.1002/14651858.CD004374.pub2
1428,Corticosteroids for the resolution of malignant bowel obstruction in advanced gynaecological and gastrointestinal cancer,10.1002/14651858.CD001219
1429,Sublingual immunotherapy for treating allergic conjunctivitis,10.1002/14651858.CD007685.pub2
1430,Treatment of fatigue in amyotrophic lateral sclerosis/motor neuron disease,10.1002/14651858.CD011005.pub2
1431,Levonorgestrel intrauterine system for endometrial protection in women with breast cancer on adjuvant tamoxifen,10.1002/14651858.CD007245.pub3
1432,Self‐management education programmes by lay leaders for people with chronic conditions,10.1002/14651858.CD005108.pub2
1433,Collaborative writing applications in healthcare: effects on professional practice and healthcare outcomes,10.1002/14651858.CD011388.pub2
1434,Valproate (valproic acid or sodium valproate or a combination of the two) for the prophylaxis of episodic migraine in adults,10.1002/14651858.CD010611
1435,Macrolide antibiotics for cystic fibrosis,10.1002/14651858.CD002203.pub4
1436,Orthodontic treatment for posterior crossbites,10.1002/14651858.CD000979.pub2
1437,Vitamin and mineral supplementation for preventing dementia or delaying cognitive decline in people with mild cognitive impairment,10.1002/14651858.CD011905.pub2
1438,Dopamine versus no treatment to prevent renal dysfunction in indomethacin‐treated preterm newborn infants,10.1002/14651858.CD003213
1439,Magnesium supplementation in pregnancy,10.1002/14651858.CD000937.pub2
1440,Prophylactic antibiotics to reduce morbidity and mortality in ventilated newborn infants,10.1002/14651858.CD004338.pub3
1441,Pharmacological interventions for acute pancreatitis,10.1002/14651858.CD011384.pub2
1442,Antioxidants for chronic kidney disease,10.1002/14651858.CD008176.pub2
1443,Ankle brachial index for the diagnosis of lower limb peripheral arterial disease,10.1002/14651858.CD010680.pub2
1444,Surgical decompression for cerebral oedema in acute ischaemic stroke,10.1002/14651858.CD003435.pub2
1445,Pharmacological interventions for spasticity following spinal cord injury,10.1002/14651858.CD001131
1446,Adhesives for fixed orthodontic brackets,10.1002/14651858.CD002282.pub2
1447,Psychosocial interventions for fatigue during cancer treatment with palliative intent,10.1002/14651858.CD012030.pub2
1448,Sedation versus general anaesthesia for provision of dental treatment to patients younger than 18 years,10.1002/14651858.CD006334.pub4
1449,Nurses as substitutes for doctors in primary care,10.1002/14651858.CD001271.pub3
1450,Single dose oral tiaprofenic acid for acute postoperative pain in adults,10.1002/14651858.CD007542.pub2
1451,Radioiodine treatment for pediatric Graves' disease,10.1002/14651858.CD006294.pub2
1452,Lumbar sympathectomy techniques for critical lower limb ischaemia due to non‐reconstructable peripheral arterial disease,10.1002/14651858.CD011519.pub2
1453,Interventions for treating anxiety after stroke,10.1002/14651858.CD008860.pub3
1454,Interventions for lowering plasma homocysteine levels in dialysis patients,10.1002/14651858.CD004683.pub4
1455,Antenatal interventions for fetomaternal alloimmune thrombocytopenia,10.1002/14651858.CD004226.pub3
1456,Vitamin A for preventing acute lower respiratory tract infections in children up to seven years of age,10.1002/14651858.CD006090.pub2
1457,Corticosteroids for dengue infection,10.1002/14651858.CD003488.pub3
1458,Endoscopic release for carpal tunnel syndrome,10.1002/14651858.CD008265.pub2
1459,Pharmacological treatment for psychotic depression,10.1002/14651858.CD004044.pub4
1460,Educational interventions for asthma in children,10.1002/14651858.CD000326
1461,Biocompatible hemodialysis membranes for acute renal failure,10.1002/14651858.CD005283.pub2
1462,Techniques for pelvic surgery in subfertility,10.1002/14651858.CD000221.pub3
1463,Anti‐vascular endothelial growth factor (VEGF) drugs for treatment of retinopathy of prematurity,10.1002/14651858.CD009734.pub3
1464,Surgery for cataracts in people with age‐related macular degeneration,10.1002/14651858.CD006757.pub4
